iter	F1	Logloss
109	0.8094875422	0.07857338355
110	0.8093994778	0.07854118315
111	0.8095289894	0.07852945689
112	0.8096584729	0.07850144456
113	0.8095704187	0.07845929332
114	0.8099173554	0.07841250252
115	0.8100467544	0.07838091973
116	0.8100467544	0.07834877733
117	0.8102173913	0.0783085667
118	0.8103467014	0.07817912451
119	0.810305468	0.07814058343
120	0.8101761252	0.07811315538
121	0.8105228829	0.07807561477
122	0.8104347826	0.0780405308
123	0.8103467014	0.07800633106
124	0.8106933275	0.07796861039
125	0.8107814368	0.07793112428
126	0.8108225579	0.07790048091
127	0.8108225579	0.07784693839
128	0.8109928308	0.07782362175
129	0.8109047464	0.07778451105
130	0.8110338836	0.07775820786
131	0.8112039952	0.07771113749
132	0.8112039952	0.07768804212
133	0.8112039952	0.07765999781
134	0.8110278954	0.07750403791
135	0.8111159357	0.07748765026
136	0.8114211269	0.07744860364
137	0.811550152	0.07740736836
138	0.8113739961	0.07736455658
139	0.8114620645	0.07735316497
140	0.811550152	0.0773271899
141	0.8114620645	0.0773078867
142	0.811550152	0.07729260636
143	0.811550152	0.07725992224
144	0.811679149	0.07722913749
145	0.8117672601	0.07720210235
146	0.8118962336	0.07717707833
147	0.8118962336	0.0771609234
148	0.8118962336	0.07713550261
149	0.8118081181	0.07710411314
150	0.8119370591	0.07707132834
151	0.8118489583	0.07705156821
152	0.8118489583	0.07703046431
153	0.811977867	0.07700016355
154	0.811977867	0.07692697709
155	0.8124118477	0.07689441628
156	0.8124525437	0.07687473278
157	0.8121475054	0.07686078743
158	0.8122763258	0.07682393552
159	0.8122763258	0.076799834
160	0.8124051182	0.0767828913
161	0.8124051182	0.07676429702
162	0.8124051182	0.07673516581
163	0.8124457936	0.07670986895
164	0.8124457936	0.07669965193
165	0.8124457936	0.07662324834
166	0.8130486615	0.07660083555
167	0.8131772865	0.07656376874
168	0.8131772865	0.07654947473
169	0.8133058836	0.07653758688
170	0.8131772865	0.0765129343
171	0.8133058836	0.07648725696
172	0.813346333	0.07646744577
173	0.8132582322	0.07644955535
174	0.8132582322	0.07643125581
175	0.8131701505	0.07641273638
176	0.8135152697	0.07637737578
177	0.8137318605	0.07634384798
178	0.813860314	0.07631675058
179	0.813860314	0.07629046751
180	0.8141650422	0.07624239271
181	0.8142052837	0.07621558264
182	0.8142052837	0.07620319969
183	0.8143336581	0.07617439686
184	0.8143336581	0.07614919225
185	0.8142455077	0.07613399974
186	0.8144620048	0.07610102387
187	0.8144620048	0.0760828726
188	0.8144620048	0.07606766202
189	0.8144620048	0.07604310253
190	0.8142857143	0.07601860021
191	0.8142857143	0.07599360167
192	0.8142857143	0.07596883244
193	0.8142857143	0.07594613945
194	0.8145423069	0.07591371152
195	0.8144140245	0.07590235711
196	0.8144140245	0.07586811625
197	0.8145423069	0.07580803942
198	0.8144140245	0.07578039116
199	0.8145423069	0.07575297021
200	0.8146304512	0.07573047756
201	0.815015145	0.07570688841
202	0.815015145	0.07568171411
203	0.815015145	0.07565568254
204	0.815015145	0.07564645204
205	0.8152714687	0.07560822505
206	0.8153995891	0.0755944712
207	0.8156557466	0.07556636593
208	0.8155276817	0.07553945269
209	0.815439507	0.07551613766
210	0.8153114187	0.07548826093
211	0.815439507	0.07546245375
212	0.8155675676	0.07543959514
213	0.8157837838	0.07541342252
214	0.8156557466	0.07538699134
215	0.815439507	0.07535829192
216	0.8155675676	0.07533082852
217	0.8156956005	0.0753167172
218	0.8157837838	0.0752885901
219	0.8157837838	0.07526032322
220	0.8158719862	0.07524608403
221	0.816	0.07522724444
222	0.816	0.07520420927
223	0.8161279862	0.07517174648
224	0.8161279862	0.07514708024
225	0.816344179	0.07511665408
226	0.8164721141	0.07510688094
227	0.8162162162	0.07508104065
228	0.8162162162	0.07507458912
229	0.8163044653	0.0750544181
230	0.8164324324	0.07503795766
231	0.8164324324	0.07501320415
232	0.8164324324	0.07499991728
233	0.8169044531	0.07496988902
234	0.8165603719	0.07493175102
235	0.8170718531	0.07490270598
236	0.817160147	0.07487680821
237	0.817160147	0.07485694767
238	0.81724846	0.07483548378
239	0.81724846	0.07481842763
240	0.8173762697	0.07479245691
241	0.81724846	0.07476574347
242	0.8173762697	0.07474820743
243	0.8174646061	0.07471164058
244	0.8174646061	0.07469062432
245	0.8175923925	0.0746709136
246	0.8177595333	0.07462948004
247	0.8178872327	0.07457051012
248	0.818702084	0.07451943901
249	0.818574514	0.07448545901
250	0.818702084	0.07447747703
251	0.818702084	0.07443898274
252	0.8189571413	0.07441177351
253	0.8189571413	0.07438874075
254	0.818702084	0.07436890548
255	0.8189571413	0.07434468361
256	0.8191730541	0.07432193886
257	0.8191340028	0.07431061114
258	0.8193005181	0.07429376465
259	0.8194279547	0.07427102782
260	0.8194279547	0.07424537102
261	0.8194279547	0.07423382281
262	0.8193005181	0.07420064059
263	0.8193005181	0.07417674202
264	0.8194279547	0.07415367547
265	0.8196827452	0.07412089975
266	0.8195553637	0.07409797794
267	0.819859687	0.07408300373
268	0.8202416918	0.07405593575
269	0.8201531988	0.07403417062
270	0.8202804746	0.07398328922
271	0.8201531988	0.07396440172
272	0.8200647249	0.07395352379
273	0.8200647249	0.07392355523
274	0.8199374258	0.07389701554
275	0.8200647249	0.07386805931
276	0.8203192407	0.07384090704
277	0.8201919965	0.07382040059
278	0.8203192407	0.07379372317
279	0.820407723	0.0737655781
280	0.8201919965	0.07373541117
281	0.8204464575	0.07371308851
282	0.8204464575	0.07369241618
283	0.8205349439	0.07366329456
284	0.8206621374	0.07364119444
285	0.8205349439	0.07362263792
286	0.8207506471	0.07359913207
287	0.8212591634	0.0735656138
288	0.8212591634	0.07354020831
289	0.8212591634	0.07349884345
290	0.821386224	0.07347855111
291	0.8210435533	0.07344468858
292	0.8211706371	0.07343829767
293	0.8212976935	0.07340999612
294	0.8214247225	0.07338370158
295	0.8217288209	0.0733541839
296	0.8216903838	0.07333247018
297	0.8214632044	0.07331619832
298	0.8216786984	0.07329720253
299	0.8219325649	0.07327031294
300	0.8218941924	0.07325063364
301	0.8220211161	0.07321973924
302	0.8220211161	0.0731997272
303	0.8218941924	0.07317436684
304	0.8218941924	0.07315416687
305	0.8221480125	0.07313951122
306	0.822186322	0.07311442899
307	0.8220594571	0.07309637854
308	0.8225667528	0.07308309512
309	0.8224399699	0.0730574916
310	0.8225667528	0.07304544159
311	0.8226049516	0.0730174527
312	0.8227316758	0.07300132453
313	0.8232383002	0.07297817261
314	0.8232383002	0.07294677767
315	0.8233648881	0.07293981442
316	0.8234914489	0.07291845569
317	0.8232383002	0.07290531497
318	0.8233648881	0.07288442714
319	0.8232383002	0.07287535554
320	0.8233648881	0.07285269521
321	0.8233648881	0.07283364712
322	0.8232763257	0.07281106346
323	0.8234028823	0.07278204254
324	0.8232763257	0.07276754176
325	0.8233648881	0.07275686685
326	0.8236179824	0.07273086267
327	0.8234914489	0.07270656156
328	0.8234028823	0.07269546306
329	0.8234028823	0.07266100072
330	0.8232763257	0.07263899308
331	0.8234914489	0.07262452812
332	0.823655914	0.07260140387
333	0.8240860215	0.07258212438
334	0.8240860215	0.07257153668
335	0.8241746424	0.07254337808
336	0.8240989779	0.07252609573
337	0.8244783824	0.07250907875
338	0.8247311828	0.07248880505
339	0.8246047962	0.07246683365
340	0.8246047962	0.07244423143
341	0.8248575422	0.07241950692
342	0.8248575422	0.07239325312
343	0.8247311828	0.07237246446
344	0.8247311828	0.0723517039
345	0.8247688669	0.07232618724
346	0.8246425116	0.07230830466
347	0.824516129	0.07228114582
348	0.8246934825	0.0722587064
349	0.8247311828	0.0722342306
350	0.8249462366	0.07221188252
351	0.8249462366	0.072182374
352	0.8248198731	0.07215836913
353	0.8248198731	0.07213431842
354	0.8249462366	0.07211408759
355	0.8249085825	0.07209460964
356	0.8249085825	0.07207656095
357	0.8249085825	0.07206279423
358	0.8249085825	0.07204686601
359	0.8247821878	0.07203441082
360	0.8249085825	0.07201154382
361	0.8249085825	0.07199089378
362	0.8247821878	0.07196827674
363	0.8247821878	0.0719466866
364	0.8252876035	0.0719301547
365	0.8254138895	0.07191089868
366	0.8254138895	0.07188927186
367	0.8254138895	0.07187158951
368	0.8253251639	0.07185383286
369	0.8253251639	0.07183805746
370	0.8253251639	0.07182158548
371	0.8253627082	0.07178711572
372	0.8255401483	0.07177355276
373	0.8256663801	0.07174979337
374	0.8254138895	0.07172702078
375	0.8255401483	0.0717153627
376	0.8255401483	0.071698416
377	0.8257551328	0.07168367817
378	0.825628897	0.07165647966
379	0.825628897	0.07165079393
380	0.8257551328	0.07162116731
381	0.8257551328	0.07160920812
382	0.8257551328	0.07159417846
383	0.8256663801	0.07157222653
384	0.8260075228	0.07155533287
385	0.8262598044	0.07153371307
386	0.8260075228	0.07151591166
387	0.8261710357	0.0715067529
388	0.8265119777	0.07149409107
389	0.8261710357	0.07146648818
390	0.8263344431	0.07144703094
391	0.8265492428	0.07142503197
392	0.8262971318	0.07141483672
393	0.8261710357	0.07138707713
394	0.8261710357	0.07136846147
395	0.8264232009	0.07133199813
396	0.8265492428	0.07131197715
397	0.8266752577	0.07130154761
398	0.8266752577	0.07128275862
399	0.8268012456	0.07126353044
400	0.8269272064	0.07125041596
401	0.8270159991	0.07122860241
402	0.8270159991	0.07120729778
403	0.8268900344	0.07118272384
404	0.8268900344	0.0711797824
405	0.8268900344	0.07116395405
406	0.827104811	0.07114273244
407	0.8269788422	0.07112351818
408	0.8271419369	0.07110041762
409	0.8271419369	0.07107509091
410	0.8272678476	0.07105962195
411	0.8272307527	0.07103758855
412	0.8272307527	0.07101736727
413	0.827104811	0.07099146326
414	0.827104811	0.07097371017
415	0.8273566674	0.07095482889
416	0.8273937312	0.07093725404
417	0.827482555	0.07091495805
418	0.827482555	0.07090150507
419	0.8278600558	0.07088655633
420	0.8279858354	0.0708670509
421	0.8276454175	0.07084221355
422	0.8277712201	0.07082944982
423	0.8277712201	0.07081449005
424	0.8277712201	0.07080345229
425	0.8277712201	0.07079160935
426	0.8278969957	0.07077766875
427	0.8280227443	0.07076016162
428	0.8278969957	0.0707404322
429	0.828111588	0.07072030859
430	0.828111588	0.07069768554
431	0.8283261803	0.0706698145
432	0.8283261803	0.07065836192
433	0.8283261803	0.07063455193
434	0.8283261803	0.07061436359
435	0.8284518828	0.07059557861
436	0.8285775585	0.07057312332
437	0.8285775585	0.07055555809
438	0.8285775585	0.07052939445
439	0.8287921047	0.07051682157
440	0.8287921047	0.07050537714
441	0.8289177303	0.07047860887
442	0.829043329	0.07045746794
443	0.829043329	0.07043656691
444	0.829043329	0.07041132343
445	0.8292944456	0.0703999459
446	0.8294199635	0.07037613124
447	0.8296709186	0.07034973466
448	0.8297963558	0.07033802404
449	0.8299217662	0.07031663382
450	0.8297074269	0.07028704443
451	0.8294930876	0.07027095156
452	0.8294930876	0.0702519886
453	0.8296185169	0.07023429901
454	0.8297439194	0.07021513414
455	0.8298692951	0.07020241096
456	0.8298692951	0.0701773491
457	0.8299946438	0.07014739891
458	0.8301199657	0.0701270521
459	0.8301199657	0.07009372233
460	0.8300310592	0.07007122074
461	0.8299421718	0.07005234934
462	0.8302816147	0.07003136215
463	0.8302816147	0.07001243369
464	0.8302816147	0.06999945102
465	0.8302816147	0.06998211124
466	0.8303179531	0.06997182372
467	0.8304068522	0.06995842604
468	0.8305320629	0.06993283032
469	0.830620985	0.06992528972
470	0.830620985	0.06990028383
471	0.8311215753	0.06987491053
472	0.8310326378	0.06985678617
473	0.8310326378	0.06983879501
474	0.8313356164	0.06982026152
475	0.8314606742	0.06980623038
476	0.8314606742	0.06977813105
477	0.8310854207	0.06974782288
478	0.8312105319	0.06973617887
479	0.8313356164	0.06972179829
480	0.8313356164	0.06969470595
481	0.8315857051	0.06966299754
482	0.8318356868	0.06965276487
483	0.8318356868	0.06962555163
484	0.8318356868	0.0696096791
485	0.8318356868	0.06958415644
486	0.8319246817	0.06956599342
487	0.8319246817	0.06953816958
488	0.8319246817	0.06951965092
489	0.8317997004	0.06949860535
490	0.8317997004	0.06948604266
491	0.8317997004	0.06947062099
492	0.8317997004	0.06946082359
493	0.8319246817	0.06944634023
494	0.8319246817	0.06943298566
495	0.8320496363	0.06941989884
496	0.8320496363	0.06941126227
497	0.8320496363	0.06939671184
498	0.8319246817	0.06937536325
499	0.8319246817	0.06935918709
500	0.8319246817	0.0693489973
501	0.8319246817	0.06933568092
502	0.8322463381	0.06931375689
503	0.8322463381	0.06930356292
504	0.8324959914	0.06929047267
505	0.8324959914	0.06928018662
506	0.8324070115	0.06926186015
507	0.8326565505	0.06924075525
508	0.8327812801	0.06923451419
509	0.8329059829	0.06921592509
510	0.8327812801	0.06920714062
511	0.8327812801	0.06918517288
512	0.8326565505	0.06916385319
513	0.8329949781	0.06914513826
514	0.8331196581	0.06912628824
515	0.8329059829	0.06910743692
516	0.8330306591	0.06908941971
517	0.8330306591	0.06908365226
518	0.8329059829	0.06906716345
519	0.8329059829	0.06905500942
520	0.8329949781	0.06902406033
521	0.8331196581	0.06900773472
522	0.8334223742	0.06899479635
523	0.8332443115	0.06897734501
524	0.833404528	0.06895775643
525	0.8334935384	0.06894681748
526	0.8336181119	0.06893612724
527	0.8336181119	0.06892002549
528	0.8338316959	0.0689044494
529	0.8336181119	0.06888736906
530	0.8337071451	0.06887056788
531	0.8337071451	0.06885828737
532	0.8337071451	0.06883335291
533	0.8337961974	0.06881779002
534	0.8337961974	0.06879780935
535	0.8338316959	0.0687881428
536	0.83395622	0.06878314116
537	0.8341697811	0.06876527929
538	0.83395622	0.06874321613
539	0.8343296328	0.06873371012
540	0.8344540506	0.06871962271
541	0.8343296328	0.06870408532
542	0.8344540506	0.06869186663
543	0.8344540506	0.06868060707
544	0.8344540506	0.06866798409
545	0.8349162309	0.06864375074
546	0.8350405463	0.06863198588
547	0.835378214	0.06861767438
548	0.8356266667	0.06859353288
549	0.8355024536	0.06857503357
550	0.8355024536	0.06856292095
551	0.835378214	0.06853139434
552	0.835378214	0.06851111554
553	0.8354133333	0.06849036271
554	0.8353242321	0.06847729232
555	0.8359449952	0.0684618515
556	0.8359799638	0.06843851971
557	0.8362280234	0.06840687362
558	0.8364411295	0.06839230815
559	0.8363520136	0.06836885856
560	0.8361040068	0.06835082159
561	0.8361040068	0.0683344711
562	0.8363171355	0.06830565051
563	0.8362280234	0.06829290683
564	0.8363520136	0.06828159233
565	0.8363520136	0.06826564778
566	0.8364759774	0.06825182473
567	0.836936841	0.06823531768
568	0.8368129527	0.06822471637
569	0.836689038	0.06819977561
570	0.8368129527	0.06818427433
571	0.836936841	0.06816935725
572	0.8371845384	0.06816017518
573	0.8371845384	0.06815177001
574	0.836936841	0.06813170398
575	0.8370259906	0.06811484838
576	0.8369020986	0.06810004707
577	0.8370259906	0.06808775292
578	0.8370259906	0.06807620487
579	0.8370259906	0.06804924685
580	0.8368129527	0.06803564579
581	0.8368477103	0.06800997105
582	0.8369715685	0.0679976926
583	0.8369715685	0.06797430456
584	0.8373083475	0.06796321506
585	0.8371845384	0.06794997553
586	0.8371845384	0.0679271791
587	0.8371845384	0.06791235648
588	0.8371845384	0.06790519743
589	0.8374321303	0.06788385033
590	0.8377141641	0.06786364824
591	0.8376796168	0.06784480575
592	0.8374321303	0.06782267429
593	0.8375212947	0.0677990698
594	0.8377687886	0.06777694707
595	0.8373975083	0.06776012826
596	0.8375212947	0.06775489848
597	0.8375212947	0.06774469887
598	0.8373975083	0.06772078402
599	0.8373975083	0.06770866705
600	0.8375212947	0.06769485204
601	0.8376450548	0.06767833286
602	0.8377687886	0.06766127279
603	0.8377687886	0.06763983507
604	0.8377342419	0.06762709117
605	0.8377342419	0.0676107091
606	0.8377342419	0.06760175659
607	0.8378579793	0.06758090875
608	0.8379816904	0.06755710291
609	0.8378579793	0.06753840294
610	0.8377687886	0.06752570555
611	0.8377687886	0.06751160758
612	0.8377687886	0.06749925892
613	0.837892496	0.0674909792
614	0.837892496	0.06747146932
615	0.8380709039	0.06744740153
616	0.8381945923	0.06743613942
617	0.8380709039	0.06741913123
618	0.8379471891	0.06740139688
619	0.8380709039	0.06738891038
620	0.8379471891	0.06737382725
621	0.8375758867	0.06736278986
622	0.8376996805	0.06734151848
623	0.837823448	0.06733009732
624	0.8375758867	0.06732215084
625	0.8375758867	0.06731038822
626	0.8376996805	0.06728769758
627	0.8375758867	0.06727534818
628	0.8376996805	0.06726029703
629	0.837823448	0.06724758314
630	0.837823448	0.06724462768
631	0.8380709039	0.06723179674
632	0.8381053752	0.06721495504
633	0.8381945923	0.06720310091
634	0.8385654996	0.0671908498
635	0.8385654996	0.06718045284
636	0.8386890828	0.06715592537
637	0.8387783335	0.06713867088
638	0.838599851	0.06712324588
639	0.8388469312	0.06710980877
640	0.8388126396	0.06709568224
641	0.8389361702	0.06708054677
642	0.8390254282	0.06706514031
643	0.8390596745	0.06704756571
644	0.8390596745	0.06701944378
645	0.8391831525	0.06700381149
646	0.8391831525	0.0669857239
647	0.8391831525	0.06697419453
648	0.8390596745	0.06695443528
649	0.8391831525	0.06693388441
650	0.8393066043	0.06692069767
651	0.8394300298	0.06690561582
652	0.8394300298	0.06689752491
653	0.8393066043	0.06686905351
654	0.8393066043	0.06685620893
655	0.8393066043	0.06684193964
656	0.8393066043	0.06682658959
657	0.8391831525	0.06681456416
658	0.8391831525	0.06680413726
659	0.8391831525	0.06679122699
660	0.8393066043	0.06677508065
661	0.8393066043	0.06676342596
662	0.8394300298	0.06675100596
663	0.8397660819	0.06672962364
664	0.839676802	0.0667165492
665	0.839553429	0.06670436613
666	0.839676802	0.06669135131
667	0.8398894323	0.06667920809
668	0.8398001488	0.0666675532
669	0.8400467637	0.06664812654
670	0.8398001488	0.06663627604
671	0.8401700319	0.06662177014
672	0.8402932738	0.06660949386
673	0.8402932738	0.06659490467
674	0.8401700319	0.06658209055
675	0.8402932738	0.0665637493
676	0.8401700319	0.06653551467
677	0.8402593262	0.06651783851
678	0.8406289843	0.0664882588
679	0.8406289843	0.06646038366
680	0.8407521513	0.06644393979
681	0.8406289843	0.06643111712
682	0.8406289843	0.06642836566
683	0.8408752921	0.06641544296
684	0.8409984068	0.06640058052
685	0.8408752921	0.0663791662
686	0.8409984068	0.0663693443
687	0.8411214953	0.06634917521
688	0.8410877417	0.06633123787
689	0.8412108338	0.06631576188
690	0.8409984068	0.06628836989
691	0.8408752921	0.06626626632
692	0.8413338997	0.06625431152
693	0.841367594	0.06623979942
694	0.8416135881	0.06622503265
695	0.841736546	0.06621631415
696	0.8418259023	0.06619932734
697	0.8418259023	0.06617686879
698	0.8418259023	0.0661674174
699	0.8419488377	0.06615162534
700	0.8419488377	0.06614202413
701	0.8419488377	0.06612230235
702	0.8418259023	0.06610474795
703	0.8419488377	0.06608409935
704	0.8421946302	0.06606539563
705	0.8421946302	0.06605532895
706	0.8423509442	0.06604428139
707	0.8424403183	0.0660353243
708	0.8425631233	0.06602259105
709	0.8424403183	0.0659992575
710	0.8424403183	0.065991037
711	0.8422281167	0.06596891225
712	0.8421946302	0.06594969157
713	0.8424403183	0.06593857592
714	0.8426859022	0.06592663876
715	0.8425071588	0.06590817593
716	0.8423843869	0.0658955537
717	0.8423843869	0.06588695317
718	0.8423843869	0.06587762377
719	0.8423843869	0.06587088283
720	0.8425071588	0.06583602745
721	0.842663274	0.0658266415
722	0.8425405577	0.06580262926
723	0.8427192703	0.06578266545
724	0.8427192703	0.06576754961
725	0.8427192703	0.06574981596
726	0.8426299046	0.06574084295
727	0.8426299046	0.06573166657
728	0.8428753181	0.06571660018
729	0.8428753181	0.06569621743
730	0.8429646909	0.06568211763
731	0.8428753181	0.06567150282
732	0.8429086284	0.06565451722
733	0.8429086284	0.06562697239
734	0.8429086284	0.06561753935
735	0.8429086284	0.06560417278
736	0.8427859642	0.06558858838
737	0.8427859642	0.06557443498
738	0.8427859642	0.06556133224
739	0.8427859642	0.06554426886
740	0.8427859642	0.06552902748
741	0.8427859642	0.06551587467
742	0.8427859642	0.0655065481
743	0.8429086284	0.06549594665
744	0.8429086284	0.06546194638
745	0.8427859642	0.06545191217
746	0.8431206275	0.06543621946
747	0.8429086284	0.06542469336
748	0.8429979858	0.06540658762
749	0.8430873622	0.06539587735
750	0.8433326267	0.06538246085
751	0.8432432432	0.0653692031
752	0.8432432432	0.06535398043
753	0.8432432432	0.06535245158
754	0.8431206275	0.06533977836
755	0.8431206275	0.06532611496
756	0.8430873622	0.06530456724
757	0.8429979858	0.06528502113
758	0.843365833	0.06525499428
759	0.8432100074	0.06523916019
760	0.8433326267	0.06522792249
761	0.8435777872	0.06520968934
762	0.8437003285	0.06518730308
763	0.8435777872	0.0651706379
764	0.8435777872	0.06515318503
765	0.8437334463	0.06513593599
766	0.8437334463	0.0651244716
767	0.8439453332	0.06509977099
768	0.8438228438	0.0650882543
769	0.8438228438	0.06507480213
770	0.8439453332	0.06506340667
771	0.8438228438	0.065049411
772	0.8440677966	0.06503955855
773	0.8440677966	0.06501793245
774	0.8440677966	0.06500551654
775	0.8441902341	0.06498974381
776	0.8441902341	0.06498036887
777	0.8443126456	0.0649659302
778	0.8444350312	0.06494979064
779	0.8444020761	0.06493908218
780	0.8446468283	0.0649300466
781	0.8446468283	0.06491866682
782	0.8445573909	0.06490790659
783	0.8445244652	0.06489711778
784	0.8445244652	0.06487749384
785	0.8446468283	0.06486082455
786	0.8448586254	0.06484208542
787	0.8447691656	0.06482468092
788	0.8450465707	0.06479688003
789	0.845136022	0.06477738765
790	0.8451032292	0.06476776322
791	0.8451032292	0.06475242759
792	0.8452582557	0.06474040964
793	0.8450465707	0.06472323289
794	0.8453804635	0.06471315029
795	0.8452910053	0.06470510154
796	0.8453804635	0.06469105835
797	0.8452582557	0.06467008423
798	0.8452582557	0.06465925971
799	0.8454699407	0.06465154909
4985776	0.06383661963
